LPG,CO,Smoke
0.00826319,0.00551253,0.022161
0.00724728,0.00459827,0.0192634
0.00807746,0.005342,0.0216294
0.00984604,0.00702373,0.0267235
0.00775009,0.00504505,0.0206943
0.00963251,0.00681403,0.0261049
0.00837938,0.00561997,0.022494
0.00564896,0.00325848,0.0147621
0.00746866,0.00479357,0.0198926
0.00832547,0.00557005,0.0223395
0.00669242,0.00411886,0.0176922
0.00593546,0.00348912,0.0155632
0.00848986,0.00572265,0.022811
0.00786582,0.00514949,0.0210246
0.00798594,0.0052585,0.0213677
0.00966916,0.00684991,0.026211
0.0056645,0.00327088,0.0148055
0.00649739,0.00395386,0.017142
0.0105677,0.00774522,0.0288209
0.0097787,0.00695741,0.0265283
0.00624485,0.00374301,0.0164313
0.00888084,0.00609014,0.0239348
0.00608846,0.00361406,0.0159921
0.00878431,0.00599882,0.023657
0.00704517,0.00442196,0.0186901
0.00602692,0.00356366,0.0158195
0.00918299,0.00637842,0.0248057
0.00835872,0.00560083,0.0224348
0.00565309,0.00326177,0.0147736
0.00621564,0.00371883,0.0163492
0.00900563,0.00620876,0.0242943
0.0091098,0.00630826,0.0245946
0.00723571,0.00458813,0.0192305
0.00785544,0.0051401,0.0209949
0.00678393,0.00419691,0.0179507
0.00651065,0.00396502,0.0171794
0.00801713,0.00528692,0.0214568
0.0106123,0.00779039,0.0289507
0.00874268,0.00595956,0.0235373
0.00942186,0.00660892,0.0254955
0.00773144,0.00502827,0.0206411
0.00780323,0.00509293,0.0208459
0.0057394,0.00333081,0.0150147
0.00556158,0.00318901,0.0145183
0.00842546,0.00566274,0.0226262
0.00578691,0.00336899,0.0151475
0.00806315,0.00532891,0.0215884
0.00863846,0.00586158,0.0232377
0.00764342,0.00494931,0.0203902
0.00785395,0.00513875,0.0209907
0.00909503,0.00629413,0.024552
0.00612407,0.00364331,0.016092
0.00675958,0.0041761,0.0178819
0.00819193,0.00544693,0.0219569
0.00762028,0.00492861,0.0203242
0.0117535,0.0089718,0.0322882
0.00934279,0.00653237,0.0252671
0.0089145,0.00612208,0.0240318
0.00586899,0.00343522,0.0153771
0.00900544,0.00620858,0.0242937
0.00651569,0.00396926,0.0171936
0.00722336,0.00457731,0.0191955
0.00744661,0.00477402,0.0198299
0.00800229,0.00527339,0.0214144
0.00880447,0.00601787,0.023715
0.00752229,0.00484122,0.0200452
0.00761404,0.00492304,0.0203065
0.00747894,0.00480269,0.0199218
0.00707661,0.00444926,0.0187792
0.00597857,0.0035242,0.015684
0.00603948,0.00357393,0.0158547
0.00718332,0.00454227,0.0190818
0.00841447,0.00565253,0.0225947
0.00669003,0.00411683,0.0176855
0.00872071,0.00593887,0.0234741
0.00684879,0.00425249,0.0181341
0.00600664,0.0035471,0.0157627
0.0076191,0.00492755,0.0203209
0.00770443,0.005004,0.0205641
0.00719419,0.00455178,0.0191127
0.00753142,0.00484934,0.0200712
0.00745957,0.0047855,0.0198667
0.00777573,0.00506813,0.0207674
0.00655772,0.0040047,0.0173121
0.00653943,0.00398927,0.0172605
0.00710176,0.00447113,0.0188505
0.00755804,0.00487305,0.020147
0.00645115,0.00391502,0.0170118
0.00857742,0.00580441,0.0230624
0.00717116,0.00453164,0.0190473
0.00679954,0.00421027,0.0179949
0.00633547,0.00381831,0.0166861
0.00788111,0.00516333,0.0210682
0.0100672,0.00724279,0.0273653
0.00586385,0.00343107,0.0153627
0.00860379,0.00582909,0.0231381
0.00707709,0.00444968,0.0187806
0.00576698,0.00335296,0.0150918
0.00636492,0.00384286,0.016769
0.0088112,0.00602423,0.0237344
0.0084313,0.00566817,0.0226429
0.00548866,0.00313136,0.0143151
0.00894896,0.00615481,0.024131
0.00745027,0.00477726,0.0198403
0.0100674,0.0072429,0.0273656
0.00912881,0.00632646,0.0246494
0.00631996,0.00380539,0.0166425
0.00738595,0.00472034,0.0196574
0.00650049,0.00395647,0.0171508
0.00730957,0.004653,0.0194403
0.00950017,0.00668497,0.025722
0.00927143,0.00646349,0.0250609
0.00806128,0.00532721,0.0215831
0.00539609,0.00305859,0.0140573
0.010639,0.00781748,0.0290285
0.00499058,0.00274549,0.0129319
0.0077211,0.00501898,0.0206116
0.0062764,0.00376918,0.01652
0.00857719,0.00580419,0.0230617
0.0101285,0.00730376,0.0275431
0.00626107,0.00375646,0.0164769
0.00786632,0.00514993,0.021026
0.00772773,0.00502494,0.0206305
0.0117191,0.00893552,0.0321872
0.00769436,0.00499496,0.0205354
0.00877781,0.0059927,0.0236384
0.00727633,0.00462377,0.0193459
0.00728557,0.00463189,0.0193721
0.00568044,0.00328361,0.01485
0.00720738,0.00456332,0.0191501
0.00722671,0.00458024,0.019205
0.00805122,0.00531802,0.0215543
0.00848796,0.00572089,0.0228055
0.00767005,0.00497316,0.0204661
0.0079543,0.00522973,0.0212773
0.00642921,0.00389663,0.01695
0.00828444,0.00553214,0.0222219
0.00869536,0.00591502,0.0234012
0.0107066,0.00788627,0.0292257
0.00929777,0.0064889,0.025137
0.00819516,0.00544989,0.0219662
0.0076553,0.00495995,0.020424
0.00864829,0.0058708,0.0232659
0.010911,0.00809517,0.0298221
0.00673873,0.00415831,0.017823
0.0070904,0.00446125,0.0188183
0.00824557,0.00549629,0.0221105
0.008926,0.006133,0.0240649
0.00737372,0.00470954,0.0196226
0.00847176,0.0057058,0.022759
0.00641082,0.00388122,0.0168982
0.00705871,0.00443371,0.0187285
0.00646491,0.00392657,0.0170505
0.0077671,0.00506036,0.0207428
0.00494427,0.00271034,0.0128037
0.0083709,0.00561211,0.0224697
0.00518432,0.00289392,0.0134688
0.00735324,0.00469147,0.0195644
0.00632386,0.00380864,0.0166534
0.00941838,0.00660554,0.0254855
0.00677028,0.00418524,0.0179122
0.0102835,0.00745877,0.0279937
0.00925222,0.00644499,0.0250055
0.00822553,0.00547783,0.0220531
0.00522181,0.00292288,0.0135729
0.00544108,0.0030939,0.0141826
0.00703074,0.00440944,0.0186492
0.00832078,0.00556572,0.022326
0.00834767,0.00559059,0.0224031
0.00633019,0.00381391,0.0166712
0.007277,0.00462437,0.0193478
0.0061516,0.00366598,0.0161693
0.00812652,0.0053869,0.0217697
0.00785736,0.00514183,0.0210004
0.0104059,0.00758178,0.0283498
0.00729523,0.00464038,0.0193995
0.00746029,0.00478614,0.0198688
0.00765333,0.00495818,0.0204184
0.00913109,0.00632864,0.0246559
0.00835248,0.00559505,0.0224169
0.00801747,0.00528722,0.0214578
0.00557215,0.00319739,0.0145478
0.00849995,0.00573206,0.0228399
0.00816849,0.00542539,0.0218898
0.00891783,0.00612524,0.0240413
0.00834843,0.00559129,0.0224053
0.00981089,0.00698909,0.0266216
0.006026,0.00356291,0.0158169
0.00927497,0.00646691,0.0250712
0.00906421,0.00626466,0.0244631
0.0068375,0.0042428,0.0181022
0.00673345,0.00415381,0.0178081
0.00864744,0.00587001,0.0232635
0.0075019,0.00482308,0.0199872
0.00818082,0.00543672,0.0219251
0.00745763,0.00478379,0.0198612
0.00719059,0.00454862,0.0191025
0.00620668,0.00371142,0.016324
0.010299,0.00747431,0.0280388
0.00885263,0.00606342,0.0238536
0.00711566,0.00448324,0.0188899
0.00779124,0.00508211,0.0208117
0.00799575,0.00526744,0.0213957
0.00834853,0.00559139,0.0224056
0.00782716,0.00511454,0.0209142
0.00927708,0.00646894,0.0250773
0.0072491,0.00459987,0.0192685
0.00894781,0.00615373,0.0241277
0.00699733,0.00438051,0.0185546
0.00898548,0.00618956,0.0242362
0.00859234,0.00581837,0.0231052
0.0090014,0.00620473,0.0242821
0.00962517,0.00680686,0.0260836
0.0069874,0.00437192,0.0185264
0.00770154,0.00500142,0.0205558
0.00857648,0.00580352,0.0230596
0.00599891,0.00354079,0.015741
0.00856736,0.00579499,0.0230335
0.00924359,0.00643668,0.0249806
0.00630074,0.0037894,0.0165884
0.00843008,0.00566703,0.0226394
0.00789988,0.00518033,0.0211218
0.00864394,0.00586672,0.0232535
0.01001,0.00718593,0.0271991
0.00560355,0.00322233,0.0146354
0.00950182,0.00668657,0.0257267
0.00672789,0.00414907,0.0177924
0.0106531,0.00783184,0.0290697
0.00759676,0.0049076,0.0202573
0.00735888,0.00469645,0.0195804
0.00730656,0.00465035,0.0194317
0.00525271,0.00294682,0.0136587
0.0114228,0.0086247,0.0313186
0.00929895,0.00649003,0.0251404
0.00709274,0.00446329,0.0188249
0.00681721,0.0042254,0.0180448
0.00960245,0.00678467,0.0260179
0.00816195,0.00541939,0.0218711
0.0068027,0.00421297,0.0180038
0.0055103,0.00314844,0.0143754
0.00820615,0.00546,0.0219976
0.00603141,0.00356734,0.0158321
0.008361,0.00560294,0.0224413
0.00742001,0.00475046,0.0197542
0.00534293,0.00301701,0.0139094
0.00747314,0.00479754,0.0199053
0.00671151,0.00413511,0.0177461
0.00746138,0.00478711,0.0198719
0.00689159,0.00428926,0.0182552
0.00717623,0.00453608,0.0190617
0.00797643,0.00524986,0.0213405
0.00677772,0.0041916,0.0179332
0.00693888,0.00433,0.018389
0.00654428,0.00399336,0.0172742
0.00714191,0.00450612,0.0189644
0.00683292,0.00423887,0.0180893
0.00736923,0.00470558,0.0196098
0.0091861,0.00638141,0.0248147
0.00777173,0.00506453,0.020756
0.00591108,0.00346933,0.0154949
0.0107878,0.0079691,0.0294626
0.00902249,0.00622483,0.0243428
0.00510788,0.00283509,0.0132568
0.00627097,0.00376467,0.0165047
0.00912469,0.00632251,0.0246375
0.00710356,0.0044727,0.0188556
0.00673786,0.00415757,0.0178206
0.00891336,0.00612099,0.0240285
0.00552578,0.00316067,0.0144185
0.00711233,0.00448033,0.0188805
0.00800599,0.00527676,0.021425
0.0093507,0.00654001,0.0252899
0.00858614,0.00581257,0.0230874
0.0104402,0.00761626,0.0284494
0.00728106,0.00462793,0.0193593
0.006617,0.00405483,0.0174793
0.00516148,0.0028763,0.0134055
0.00715418,0.00451682,0.0189991
0.0068976,0.00429444,0.0182722
0.0105162,0.00769304,0.0286708
0.0063397,0.00382183,0.016698
0.0070961,0.00446621,0.0188345
0.00775415,0.0050487,0.0207059
0.0077024,0.00500219,0.0205583
0.0111091,0.00829903,0.0304008
0.00587944,0.00344368,0.0154063
0.00721226,0.00456759,0.019164
0.00669358,0.00411985,0.0176955
0.00753372,0.00485139,0.0200777
0.00812215,0.00538289,0.0217572
0.00825043,0.00550077,0.0221245
0.00622925,0.00373009,0.0163874
0.0083089,0.00555473,0.022292
0.00699852,0.00438154,0.0185579
0.0107,0.00787956,0.0292065
0.00797736,0.0052507,0.0213432
0.0102188,0.00739397,0.0278056
0.00888887,0.00609776,0.023958
0.00742773,0.00475729,0.0197761
0.00948159,0.0066669,0.0256682
0.0079197,0.00519831,0.0211784
0.00774398,0.00503955,0.0206768
0.00715874,0.0045208,0.0190121
0.0107685,0.00794935,0.0294061
0.00653206,0.00398306,0.0172398
0.00901574,0.00621839,0.0243234
0.0115378,0.00874495,0.0316555
0.0064886,0.00394647,0.0171173
0.00552659,0.00316131,0.0144208
0.00760145,0.00491178,0.0202706
0.00757158,0.00488512,0.0201855
0.00937443,0.00656297,0.0253585
0.00580504,0.00338359,0.0151982
0.00789632,0.00517711,0.0211116
0.00936201,0.00655095,0.0253226
0.00967559,0.0068562,0.0262296
0.00830434,0.00555052,0.0222789
0.00783925,0.00512545,0.0209487
0.00692191,0.00431537,0.018341
0.00701944,0.00439965,0.0186172
0.00821583,0.00546891,0.0220254
0.00849046,0.00572321,0.0228127
0.00636116,0.00383972,0.0167584
0.00813848,0.00539786,0.0218039
0.00946331,0.00664914,0.0256154
0.00692986,0.00432222,0.0183635
0.0094569,0.00664292,0.0255968
0.00685697,0.0042595,0.0181573
0.00646923,0.00393019,0.0170627
0.00922064,0.0064146,0.0249143
0.0106266,0.00780489,0.0289923
0.00782146,0.00510938,0.0208979
0.00743545,0.00476413,0.0197981
0.0109259,0.00811042,0.0298655
0.00885543,0.00606607,0.0238617
0.00687991,0.00427922,0.0182222
0.00943325,0.00661996,0.0255284
0.00663157,0.00406717,0.0175204
0.0105084,0.0076852,0.0286482
0.00877287,0.00598803,0.0236241
0.00895834,0.00616374,0.024158
0.00696418,0.00435184,0.0184607
0.00924183,0.00643499,0.0249755
0.00556465,0.00319145,0.0145269
0.00925091,0.00644373,0.0250017
0.00781224,0.00510106,0.0208716
0.0081718,0.00542844,0.0218993
0.00732865,0.0046698,0.0194945
0.00681009,0.0042193,0.0180247
0.00698908,0.00437337,0.0185312
0.00845839,0.00569336,0.0227207
0.00693567,0.00432724,0.01838
0.00552297,0.00315845,0.0144107
0.00821957,0.00547235,0.0220361
0.00883012,0.00604212,0.0237889
0.00895218,0.00615788,0.0241403
0.0103264,0.00750178,0.0281184
0.00876072,0.00597657,0.0235892
0.00697668,0.00436265,0.0184961
0.00620065,0.00370645,0.0163071
0.0074851,0.00480816,0.0199394
0.011318,0.0085155,0.0310117
0.00890605,0.00611405,0.0240074
0.00738404,0.00471866,0.0196519
0.0062861,0.00377724,0.0165472
0.00855425,0.00578274,0.0229958
0.00932929,0.00651932,0.025228
0.00891574,0.00612325,0.0240353
0.00866862,0.00588989,0.0233244
0.0117977,0.00901847,0.0324179
0.00764173,0.0049478,0.0203854
0.00715855,0.00452063,0.0190116
0.00770383,0.00500347,0.0205624
0.00543528,0.00308934,0.0141664
0.00981636,0.00699448,0.0266375
0.00753478,0.00485233,0.0200808
0.00991108,0.00708794,0.0269121
0.00656092,0.0040074,0.0173211
0.00637055,0.00384756,0.0167848
0.00734464,0.00468388,0.0195399
0.00798721,0.00525967,0.0213713
0.00674795,0.00416617,0.0178491
0.00822156,0.00547418,0.0220418
0.00714447,0.00450834,0.0189716
0.00650248,0.00395815,0.0171564
0.00945078,0.00663697,0.0255791
0.00621478,0.00371813,0.0163468
0.00746271,0.00478829,0.0198756
0.00821122,0.00546466,0.0220122
0.00742996,0.00475927,0.0197825
0.00703007,0.00440886,0.0186473
0.0097755,0.00695426,0.026519
0.00614518,0.00366069,0.0161513
0.00618209,0.00369111,0.0162549
0.00799685,0.00526844,0.0213989
0.00661857,0.00405616,0.0174837
0.00749742,0.0048191,0.0199744
0.00694943,0.00433911,0.0184189
0.00593173,0.00348609,0.0155528
0.00799136,0.00526344,0.0213832
0.00729891,0.00464362,0.01941
0.00662744,0.00406368,0.0175088
0.00687226,0.00427264,0.0182005
0.00908968,0.006289,0.0245365
0.00940377,0.00659138,0.0254433
0.00851579,0.00574684,0.0228854
0.00866293,0.00588455,0.023308
0.0109329,0.0081176,0.0298859
0.00792767,0.00520554,0.0212012
0.00696479,0.00435237,0.0184624
0.00752021,0.00483936,0.0200393
0.00755339,0.00486891,0.0201337
0.00990386,0.0070808,0.0268911
0.00963146,0.00681301,0.0261018
0.00835563,0.00559796,0.0224259
0.00718425,0.00454309,0.0190845
0.00815297,0.00541115,0.0218454
0.00947577,0.00666124,0.0256514
0.00862541,0.00584934,0.0232002
0.00801599,0.00528588,0.0214536
0.00663841,0.00407298,0.0175397
0.00824062,0.00549173,0.0220964
0.00799594,0.00526761,0.0213963
0.0123894,0.00964965,0.0341575
0.00633231,0.00381567,0.0166772
0.00551094,0.00314895,0.0143772
0.00646733,0.0039286,0.0170573
0.00855807,0.00578631,0.0230068
0.00770349,0.00500316,0.0205614
0.00956169,0.00674489,0.0258999
0.00685078,0.00425419,0.0181398
0.0107191,0.00789898,0.0292621
0.00780721,0.00509652,0.0208572
0.0064581,0.00392085,0.0170313
0.0086207,0.00584494,0.0231867
0.00675801,0.00417477,0.0178775
0.00959902,0.00678131,0.0260079
0.00736407,0.00470102,0.0195952
0.00852813,0.00575835,0.0229208
0.00507281,0.00280823,0.0131596
0.00697961,0.00436518,0.0185044
0.00646506,0.00392669,0.0170509
0.00803731,0.00530532,0.0215145
0.0059891,0.00353279,0.0157135
0.00732666,0.00466804,0.0194888
0.00982475,0.00700274,0.0266618
0.00620313,0.00370849,0.016314
0.0066044,0.00404416,0.0174438
0.00746885,0.00479374,0.0198931
0.00812252,0.00538324,0.0217583
0.00644845,0.00391275,0.0170041
0.00705658,0.00443186,0.0187224
0.00577694,0.00336097,0.0151196
0.0082161,0.00546916,0.0220261
0.00807635,0.00534098,0.0216262
0.00708399,0.00445567,0.0188001
0.00868567,0.00590591,0.0233734
0.00824374,0.00549461,0.0221053
0.00822933,0.00548133,0.022064
0.00636778,0.00384525,0.016777
0.00651943,0.00397241,0.0172041
0.00636604,0.0038438,0.0167721
0.00754517,0.00486158,0.0201103
0.00611184,0.00363326,0.0160577
0.00746682,0.00479193,0.0198873
0.010763,0.00794375,0.0293901
0.00747702,0.00480099,0.0199164
0.00876029,0.00597617,0.023588
0.00603574,0.00357087,0.0158442
0.00636473,0.00384271,0.0167684
0.00668132,0.00410941,0.0176609
0.0085465,0.0057755,0.0229736
0.00702284,0.0044026,0.0186268
0.0088365,0.00604815,0.0238072
0.00818735,0.00544272,0.0219438
0.00833397,0.00557791,0.0223638
0.00716039,0.00452224,0.0190168
0.00690043,0.00429687,0.0182802
0.0104016,0.00757738,0.0283371
0.00808075,0.00534501,0.0216388
0.0102841,0.00745929,0.0279953
0.0091748,0.00637056,0.024782
0.00801918,0.00528878,0.0214627
0.00703109,0.00440975,0.0186502
0.00889994,0.00610825,0.0239898
0.0076456,0.00495126,0.0203964
0.008225,0.00547735,0.0220516
0.00875916,0.0059751,0.0235847
0.0128998,0.0102034,0.0356626
0.00554529,0.00317611,0.0144729
0.00735459,0.00469266,0.0195682
0.0061896,0.00369732,0.016276
0.0107102,0.00788995,0.0292362
0.00935288,0.00654213,0.0252962
0.0065044,0.00395976,0.0171618
0.00630135,0.00378991,0.0165901
0.00648661,0.00394479,0.0171116
0.00664816,0.00408125,0.0175673
0.00785593,0.00514053,0.0209963
0.00835235,0.00559493,0.0224165
0.00892537,0.00613239,0.024063
0.00930426,0.00649515,0.0251558
0.00562336,0.00323809,0.0146907
0.00886665,0.0060767,0.023894
0.00527613,0.00296499,0.0137238
0.0063715,0.00384836,0.0167875
0.00901609,0.00621873,0.0243244
0.00548883,0.0031315,0.0143156
0.00648095,0.00394004,0.0170957
0.0086808,0.00590134,0.0233594
0.00865137,0.0058737,0.0232748
0.00877693,0.00599186,0.0236358
0.00926373,0.00645608,0.0250387
0.00736363,0.00470063,0.0195939
0.00807064,0.00533576,0.0216098
0.0100921,0.00726748,0.0274374
0.00850821,0.00573977,0.0228637
0.00780067,0.00509062,0.0208386
0.00756041,0.00487517,0.0201537
0.00810951,0.00537132,0.021721
0.00652838,0.00397995,0.0172294
0.006536,0.00398638,0.0172509
0.00999538,0.00717142,0.0271567
0.00806398,0.00532968,0.0215908
0.006233,0.0037332,0.016398
0.00681237,0.00422126,0.0180311
0.00721777,0.00457241,0.0191796
0.00799795,0.00526944,0.021402
0.0118262,0.00904852,0.0325013
0.00716907,0.00452982,0.0190414
0.00697133,0.00435802,0.0184809
0.00892142,0.00612864,0.0240517
0.00539901,0.00306088,0.0140655
0.00726936,0.00461765,0.0193261
0.00608064,0.00360764,0.0159702
0.00753531,0.00485281,0.0200823
0.00937043,0.00655909,0.0253469
0.0078436,0.00512939,0.0209611
0.00691963,0.0043134,0.0183345
0.00901994,0.0062224,0.0243355
0.00808602,0.00534982,0.0216538
0.00738488,0.0047194,0.0196543
0.0104304,0.00760643,0.028421
0.00771526,0.00501373,0.020595
0.00658562,0.00402827,0.0173908
0.0102417,0.00741682,0.027872
0.00743705,0.00476555,0.0198027
0.00524823,0.00294335,0.0136463
0.00785663,0.00514117,0.0209983
0.00598741,0.00353141,0.0157087
0.00764615,0.00495176,0.020398
0.00844674,0.00568252,0.0226872
0.00621053,0.00371461,0.0163348
0.0106928,0.00787226,0.0291855
0.00758585,0.00489786,0.0202262
0.00838304,0.00562337,0.0225045
0.00780876,0.00509792,0.0208617
0.00607302,0.0036014,0.0159488
0.00782774,0.00511506,0.0209158
0.0112481,0.0084429,0.0308072
0.0072641,0.00461303,0.0193111
0.00905146,0.00625248,0.0244263
0.00607368,0.00360194,0.0159507
0.00738095,0.00471592,0.0196431
0.00483065,0.00262462,0.0124897
0.00810575,0.00536788,0.0217103
0.00860057,0.00582607,0.0231288
0.0058464,0.00341696,0.0153139
0.00595421,0.00350437,0.0156157
0.0108058,0.00798749,0.0295151
0.00800242,0.00527352,0.0214148
0.00599562,0.00353811,0.0157318
0.0105308,0.00770785,0.0287134
0.00703641,0.00441436,0.0186653
0.00776161,0.00505541,0.0207271
0.00788937,0.00517081,0.0210918
0.00647854,0.00393801,0.0170889
0.0103432,0.00751868,0.0281673
0.00811769,0.00537881,0.0217445
0.0113998,0.00860072,0.0312513
0.0088246,0.00603689,0.023773
0.00815024,0.00540865,0.0218376
0.00836409,0.0056058,0.0224502
0.00734514,0.00468432,0.0195413
0.0064567,0.00391967,0.0170274
0.0073419,0.00468147,0.0195322
0.00653612,0.00398648,0.0172512
0.0114432,0.008646,0.0313783
0.00686506,0.00426645,0.0181801
0.00970265,0.00688272,0.026308
0.00599148,0.00353473,0.0157202
0.00827849,0.00552665,0.0222049
0.00613414,0.0036516,0.0161203
0.0100679,0.00724345,0.0273672
0.00593087,0.00348539,0.0155503
0.00680483,0.0042148,0.0180098
0.00636611,0.00384385,0.0167723
0.00896187,0.00616709,0.0241682
0.00865322,0.00587544,0.0232801
0.00810381,0.0053661,0.0217047
0.00675589,0.00417296,0.0178715
0.00651169,0.00396589,0.0171823
0.010216,0.00739116,0.0277975
0.00864815,0.00587067,0.0232656
0.00732033,0.00466247,0.0194709
0.00901427,0.00621699,0.0243192
0.00794376,0.00522015,0.0212471
0.00609376,0.00361841,0.016007
0.00718534,0.00454403,0.0190876
0.00735624,0.00469412,0.0195729
0.00894052,0.0061468,0.0241067
0.00801234,0.00528255,0.0214431
0.006424,0.00389226,0.0169353
0.00847826,0.00571185,0.0227777
0.00838779,0.00562777,0.0225181
0.00629978,0.0037886,0.0165857
0.0101128,0.00728815,0.0274976
0.00823183,0.00548364,0.0220712
0.00787449,0.00515734,0.0210493
0.0102634,0.00743854,0.0279351
0.00568544,0.00328761,0.014864
0.00720215,0.00455874,0.0191353
0.00708601,0.00445743,0.0188058
0.00729612,0.00464116,0.0194021
0.00679112,0.00420307,0.0179711
0.00768261,0.00498443,0.0205019
0.00828233,0.0055302,0.0222159
0.00682959,0.00423601,0.0180798
0.00602049,0.00355841,0.0158015
0.00736987,0.00470614,0.0196116
0.00808455,0.00534847,0.0216496
0.00641754,0.00388685,0.0169171
0.00763617,0.00494282,0.0203695
0.0107348,0.00791503,0.029308
0.00797222,0.00524603,0.0213285
0.0057314,0.0033244,0.0149923
0.00859886,0.00582447,0.0231239
0.00738155,0.00471645,0.0196448
0.00840426,0.00564305,0.0225654
0.00722726,0.00458073,0.0192066
0.0104963,0.00767291,0.0286128
0.00902631,0.00622847,0.0243539
0.00826416,0.00551343,0.0221638
0.00809665,0.00535955,0.0216843
0.00671433,0.00413751,0.0177541
0.0108845,0.00806795,0.0297446
0.0093873,0.00657543,0.0253957
0.00738811,0.00472225,0.0196635
0.00602003,0.00355803,0.0158002
0.00716164,0.00452333,0.0190203
0.00760894,0.00491848,0.0202919
0.00784633,0.00513185,0.0209689
0.00751095,0.00483113,0.0200129
0.00690208,0.00429829,0.0182849
0.00777894,0.00507103,0.0207766
0.00762699,0.00493461,0.0203434
0.00753108,0.00484904,0.0200702
0.0088953,0.00610385,0.0239765
0.0063582,0.00383726,0.0167501
0.00722652,0.00458008,0.0192045
0.00623481,0.0037347,0.0164031
0.00754243,0.00485914,0.0201025
0.00931338,0.00650396,0.0251821
0.0080534,0.00532001,0.0215606
0.0101128,0.00728811,0.0274975
0.0105531,0.00773037,0.0287782
0.0061645,0.0036766,0.0162055
0.00991198,0.00708883,0.0269147
0.00861254,0.00583728,0.0231632
0.00751179,0.00483187,0.0200153
0.00508766,0.0028196,0.0132008
0.00740665,0.00473864,0.0197162
0.00795124,0.00522695,0.0212685
0.00761811,0.00492667,0.0203181
0.0060701,0.003599,0.0159406
0.00690019,0.00429666,0.0182795
0.00619541,0.00370211,0.0162923
0.00962556,0.00680724,0.0260847
0.00609324,0.00361798,0.0160055
0.00665963,0.00409099,0.0175996
0.00835538,0.00559773,0.0224252
0.00670206,0.00412706,0.0177194
0.00869842,0.0059179,0.0234101
0.00742924,0.00475863,0.0197804
0.00756919,0.00488299,0.0201787
0.0105421,0.00771925,0.0287462
0.0123693,0.00962795,0.0340981
0.00636416,0.00384223,0.0167668
0.00796395,0.0052385,0.0213048
0.00679046,0.0042025,0.0179692
0.010683,0.0078622,0.0291567
0.0092265,0.00642024,0.0249312
0.00755147,0.0048672,0.0201283
0.00895884,0.00616421,0.0241595
0.0110449,0.00823276,0.030213
0.00719479,0.0045523,0.0191144
0.00779865,0.0050888,0.0208328
0.00846234,0.00569703,0.022732
0.00894014,0.00614643,0.0241056
0.00958825,0.00677079,0.0259768
0.00745918,0.00478516,0.0198656
0.00669942,0.00412482,0.017712
0.00818882,0.00544407,0.021948
0.00905187,0.00625287,0.0244275
0.00774448,0.00504,0.0206783
0.00713055,0.00449621,0.0189321
0.00933725,0.00652702,0.0252511
0.00973889,0.00691829,0.026413
0.00713539,0.00450043,0.0189459
0.00800343,0.00527443,0.0214177
0.00994177,0.0071183,0.0270011
0.00699181,0.00437573,0.0185389
0.00701198,0.00439318,0.018596
0.00738427,0.00471886,0.0196526
0.0087677,0.00598315,0.0236093
0.00803419,0.00530248,0.0215056
0.00716664,0.0045277,0.0190345
0.0063185,0.00380417,0.0166384
0.00921729,0.00641138,0.0249047
0.0099365,0.00711309,0.0269858
0.00671278,0.00413619,0.0177497
0.0116676,0.00888122,0.032036
0.00756011,0.00487489,0.0201529
0.00735788,0.00469557,0.0195776
0.00756614,0.00488027,0.02017
0.00610872,0.0036307,0.016049
0.00845653,0.00569163,0.0227153
0.0069781,0.00436387,0.0185001
0.00787923,0.00516163,0.0210628
0.010668,0.00784699,0.0291131
0.00755522,0.00487053,0.0201389
0.0115417,0.008749,0.0316668
0.00575856,0.00334619,0.0150682
0.00721349,0.00456866,0.0191675
0.00589311,0.00345476,0.0154446
0.00638507,0.00385969,0.0168257
0.00794546,0.00522169,0.021252
0.00628311,0.00377475,0.0165388
0.00819911,0.00545353,0.0219775
0.00783171,0.00511865,0.0209272
0.00622066,0.00372299,0.0163633
0.00856864,0.00579619,0.0230371
0.00643287,0.00389969,0.0169603
0.00777992,0.00507191,0.0207794
0.0100721,0.00724767,0.0273795
0.00620219,0.00370771,0.0163114
0.00617009,0.00368122,0.0162212
0.00909644,0.00629547,0.024556
0.00804824,0.0053153,0.0215458
0.00734073,0.00468044,0.0195288
0.00757584,0.00488893,0.0201977
0.00682204,0.00422954,0.0180585
0.00545331,0.00310352,0.0142166
0.00756484,0.00487911,0.0201663
0.00624911,0.00374654,0.0164432
0.00929192,0.00648325,0.0251201
0.00933409,0.00652396,0.0252419
0.00849545,0.00572786,0.022827
0.00660388,0.00404372,0.0174423
0.0100945,0.00726994,0.0274445
0.0101602,0.00733538,0.0276352
0.00719857,0.00455561,0.0191251
0.00690501,0.00430081,0.0182932
0.00929182,0.00648316,0.0251198
0.00700698,0.00438886,0.0185819
0.00765621,0.00496077,0.0204266
0.00849118,0.00572389,0.0228148
0.00846065,0.00569546,0.0227271
0.00644833,0.00391265,0.0170038
0.00796379,0.00523835,0.0213044
0.00734368,0.00468304,0.0195372
0.0121788,0.00942362,0.0335376
0.00816081,0.00541835,0.0218679
0.00950103,0.0066858,0.0257244
0.0111292,0.0083198,0.0304596
0.00966006,0.00684099,0.0261846
0.00900426,0.00620746,0.0242903
0.00787299,0.00515598,0.021045
0.00533928,0.00301417,0.0138993
0.0072108,0.00456631,0.0191598
0.00792377,0.005202,0.02119
0.00901249,0.0062153,0.024314
0.00642689,0.00389468,0.0169434
